"","Iter_1","Iter_2","Iter_3","Iter_4","Iter_5","Iter_6","Iter_7","Iter_8","Iter_9","Iter_10"
"Prevotella_multisaccharivorax",0.0130522088353414,0.0632530120481928,0.0873493975903614,0.0461847389558233,0.164824120603015,0.158793969849246,0.0673366834170854,0.162814070351759,0.190954773869347,0.417670682730924
"Streptococcus_sinensis",0.798192771084337,0.864457831325301,0.930722891566265,0.802208835341365,0.939698492462312,0.493467336683417,0.895477386934673,0.834170854271357,0.725628140703518,0.92570281124498
"Gemella_cuniculi",0.242971887550201,0.209839357429719,0.400602409638554,0.721887550200803,0.334673366834171,0.493467336683417,0.642211055276382,0.834170854271357,0.391959798994975,0.859437751004016
"Desulfobulbus_propionicus",0.242971887550201,0.464859437751004,0.400602409638554,0.534136546184739,0.569849246231156,0.277386934673367,0.0422110552763819,0.341708542713568,0.391959798994975,0.417670682730924
"Cardiobacterium_valvarum",0.897590361445783,0.964859437751004,0.858433734939759,0.802208835341365,0.939698492462312,0.893467336683417,0.74070351758794,0.834170854271357,0.856281407035176,0.92570281124498
"Corynebacterium_tuberculostearicum",0.524096385542169,0.464859437751004,0.149598393574297,0.234939759036145,0.334673366834171,0.204020100502513,0.127638190954774,0.108542713567839,0.127638190954774,0.154618473895582
"Prevotella_pleuritidis",0.934738955823293,0.77710843373494,0.569277108433735,0.947791164658635,0.813065326633166,0.922613065326633,0.933668341708543,0.936683417085427,0.914572864321608,0.633534136546185
"Corynebacterium_argentoratense",0.798192771084337,0.209839357429719,0.0542168674698795,0.234939759036145,0.334673366834171,0.493467336683417,0.418090452261307,0.162814070351759,0.190954773869347,0.225903614457831
"Howardella_ureilytica",0.0070281124497992,0.0220883534136546,0.035140562248996,0.0110441767068273,0.00904522613065327,0.021105527638191,0.0241206030150754,0.341708542713568,0.0814070351758794,0.00803212851405622
"Snodgrassella_alvi",0.857429718875502,0.91566265060241,0.784136546184739,0.534136546184739,0.569849246231156,0.687437185929648,0.955778894472362,0.162814070351759,0.810050251256281,0.795180722891566
"Clostridium_hathewayi",0.328313253012048,0.464859437751004,0.400602409638554,0.0813253012048193,0.569849246231156,0.493467336683417,0.895477386934673,0.559798994974874,0.190954773869347,0.633534136546185
"Propionibacterium_acidifaciens",0.105421686746988,0.0431726907630522,0.21285140562249,0.534136546184739,0.164824120603015,0.277386934673367,0.195979899497487,0.341708542713568,0.0361809045226131,0.417670682730924
